test,cutpoint,n_young,n_old,mean_young,mean_old,sd_young,sd_old,z_score,justified
aPTT,12,10091,6910,29.201953225646616,28.182884225759768,4.9500617469386885,3.7989271709932813,15.163173391867526,TRUE
PT,12,10091,6909,10.060583688435239,10.038326820089738,3.000566558032807,1.546091175792108,0.6325108256437101,FALSE
